pais,quantidade,valor,ano,categoria
Peru,240389,580014,2011,Uvas frescas
Peru,426468,1040103,2012,Uvas frescas
Peru,728022,1798788,2013,Uvas frescas
Peru,3184984,6629415,2014,Uvas frescas
Peru,2645931,4885560,2015,Uvas frescas
Peru,4399499,7646918,2016,Uvas frescas
Peru,2553897,4729591,2017,Uvas frescas
Peru,947045,1936467,2018,Uvas frescas
Peru,1585923,2862870,2019,Uvas frescas
Peru,487080,852856,2020,Uvas frescas
Peru,75768,151819,2021,Uvas frescas
Peru,0,0,2022,Uvas frescas
Peru,1086032,2635488,2023,Uvas frescas
Peru,962405,2526843,2024,Uvas frescas
Portugal,28150,13872,1970,Uvas frescas
Portugal,800,438,1971,Uvas frescas
Portugal,1000,2069,1972,Uvas frescas
Portugal,0,0,1973,Uvas frescas
Portugal,0,0,1974,Uvas frescas
Portugal,0,0,1975,Uvas frescas
Portugal,0,0,1976,Uvas frescas
Portugal,0,0,1977,Uvas frescas
Portugal,0,0,1978,Uvas frescas
Portugal,0,0,1979,Uvas frescas
Portugal,0,0,1980,Uvas frescas
Portugal,0,0,1981,Uvas frescas
Portugal,0,0,1982,Uvas frescas
Portugal,0,0,1983,Uvas frescas
Portugal,0,0,1984,Uvas frescas
Portugal,0,0,1985,Uvas frescas
Portugal,0,0,1986,Uvas frescas
Portugal,0,0,1987,Uvas frescas
Portugal,0,0,1988,Uvas frescas
Portugal,0,0,1989,Uvas frescas
Portugal,0,0,1990,Uvas frescas
Portugal,0,0,1991,Uvas frescas
Portugal,0,0,1992,Uvas frescas
Portugal,0,0,1993,Uvas frescas
Portugal,0,0,1994,Uvas frescas
Portugal,0,0,1995,Uvas frescas
Portugal,0,0,1996,Uvas frescas
Portugal,8500,11900,1997,Uvas frescas
Portugal,0,0,1998,Uvas frescas
Portugal,0,0,1999,Uvas frescas
Portugal,0,0,2000,Uvas frescas
Portugal,0,0,2001,Uvas frescas
Portugal,0,0,2002,Uvas frescas
Portugal,0,0,2003,Uvas frescas
Portugal,0,0,2004,Uvas frescas
Portugal,0,0,2005,Uvas frescas
Portugal,0,0,2006,Uvas frescas
Portugal,0,0,2007,Uvas frescas
Portugal,6640,13583,2008,Uvas frescas
Portugal,0,0,2009,Uvas frescas
Portugal,0,0,2010,Uvas frescas
Portugal,0,0,2011,Uvas frescas
Portugal,0,0,2012,Uvas frescas
Portugal,0,0,2013,Uvas frescas
Portugal,0,0,2014,Uvas frescas
Portugal,0,0,2015,Uvas frescas
Portugal,0,0,2016,Uvas frescas
Portugal,0,0,2017,Uvas frescas
Portugal,0,0,2018,Uvas frescas
Portugal,0,0,2019,Uvas frescas
Portugal,0,0,2020,Uvas frescas
Portugal,0,0,2021,Uvas frescas
Portugal,0,0,2022,Uvas frescas
Portugal,0,0,2023,Uvas frescas
Portugal,1100,2370,2024,Uvas frescas
Reino Unido,0,0,1970,Uvas frescas
Reino Unido,0,0,1971,Uvas frescas
Reino Unido,120,85,1972,Uvas frescas
Reino Unido,0,0,1973,Uvas frescas
Reino Unido,0,0,1974,Uvas frescas
Reino Unido,0,0,1975,Uvas frescas
Reino Unido,0,0,1976,Uvas frescas
Reino Unido,0,0,1977,Uvas frescas
Reino Unido,0,0,1978,Uvas frescas
Reino Unido,0,0,1979,Uvas frescas
Reino Unido,0,0,1980,Uvas frescas
Reino Unido,0,0,1981,Uvas frescas
Reino Unido,0,0,1982,Uvas frescas
Reino Unido,0,0,1983,Uvas frescas
Reino Unido,0,0,1984,Uvas frescas
Reino Unido,0,0,1985,Uvas frescas
Reino Unido,0,0,1986,Uvas frescas
Reino Unido,0,0,1987,Uvas frescas
Reino Unido,0,0,1988,Uvas frescas
Reino Unido,0,0,1989,Uvas frescas
Reino Unido,0,0,1990,Uvas frescas
Reino Unido,0,0,1991,Uvas frescas
Reino Unido,0,0,1992,Uvas frescas
Reino Unido,0,0,1993,Uvas frescas
Reino Unido,0,0,1994,Uvas frescas
Reino Unido,0,0,1995,Uvas frescas
Reino Unido,0,0,1996,Uvas frescas
Reino Unido,0,0,1997,Uvas frescas
Reino Unido,0,0,1998,Uvas frescas
Reino Unido,0,0,1999,Uvas frescas
Reino Unido,0,0,2000,Uvas frescas
Reino Unido,0,0,2001,Uvas frescas
Reino Unido,0,0,2002,Uvas frescas
Reino Unido,0,0,2003,Uvas frescas
Reino Unido,0,0,2004,Uvas frescas
Reino Unido,0,0,2005,Uvas frescas
Reino Unido,0,0,2006,Uvas frescas
Reino Unido,0,0,2007,Uvas frescas
Reino Unido,0,0,2008,Uvas frescas
Reino Unido,0,0,2009,Uvas frescas
Reino Unido,0,0,2010,Uvas frescas
Reino Unido,0,0,2011,Uvas frescas
Reino Unido,0,0,2012,Uvas frescas
Reino Unido,0,0,2013,Uvas frescas
Reino Unido,0,0,2014,Uvas frescas
Reino Unido,0,0,2015,Uvas frescas
Reino Unido,0,0,2016,Uvas frescas
Reino Unido,0,0,2017,Uvas frescas
Reino Unido,0,0,2018,Uvas frescas
Reino Unido,0,0,2019,Uvas frescas
Reino Unido,0,0,2020,Uvas frescas
Reino Unido,0,0,2021,Uvas frescas
Reino Unido,0,0,2022,Uvas frescas
Reino Unido,0,0,2023,Uvas frescas
Reino Unido,0,0,2024,Uvas frescas
Uruguai,0,0,1970,Uvas frescas
Uruguai,0,0,1971,Uvas frescas
Uruguai,0,0,1972,Uvas frescas
Uruguai,6300,3020,1973,Uvas frescas
Uruguai,0,0,1974,Uvas frescas
Uruguai,0,0,1975,Uvas frescas
Uruguai,0,0,1976,Uvas frescas
Uruguai,0,0,1977,Uvas frescas
Uruguai,0,0,1978,Uvas frescas
Uruguai,0,0,1979,Uvas frescas
Uruguai,0,0,1980,Uvas frescas
Uruguai,0,0,1981,Uvas frescas
Uruguai,0,0,1982,Uvas frescas
Uruguai,0,0,1983,Uvas frescas
Uruguai,0,0,1984,Uvas frescas
Uruguai,0,0,1985,Uvas frescas
Uruguai,0,0,1986,Uvas frescas
Uruguai,0,0,1987,Uvas frescas
Uruguai,0,0,1988,Uvas frescas
Uruguai,1050000,920000,1989,Uvas frescas
Uruguai,0,0,1990,Uvas frescas
Uruguai,8627,8196,1991,Uvas frescas
Uruguai,7949,7551,1992,Uvas frescas
Uruguai,1000,872,1993,Uvas frescas
Uruguai,3400,3720,1994,Uvas frescas
Uruguai,16500,21450,1995,Uvas frescas
Uruguai,23660,30150,1996,Uvas frescas
Uruguai,26816,22656,1997,Uvas frescas
Uruguai,25328,24952,1998,Uvas frescas
Uruguai,9296,8130,1999,Uvas frescas
Uruguai,1080,960,2000,Uvas frescas
Uruguai,0,0,2001,Uvas frescas
Uruguai,0,0,2002,Uvas frescas
Uruguai,0,0,2003,Uvas frescas
Uruguai,0,0,2004,Uvas frescas
Uruguai,0,0,2005,Uvas frescas
Uruguai,3600,2200,2006,Uvas frescas
Uruguai,0,0,2007,Uvas frescas
Uruguai,0,0,2008,Uvas frescas
Uruguai,0,0,2009,Uvas frescas
Uruguai,0,0,2010,Uvas frescas
Uruguai,0,0,2011,Uvas frescas
Uruguai,0,0,2012,Uvas frescas
Uruguai,0,0,2013,Uvas frescas
Uruguai,0,0,2014,Uvas frescas
Uruguai,0,0,2015,Uvas frescas
Uruguai,0,0,2016,Uvas frescas
Uruguai,0,0,2017,Uvas frescas
Uruguai,0,0,2018,Uvas frescas
Uruguai,0,0,2019,Uvas frescas
Uruguai,0,0,2020,Uvas frescas
Uruguai,0,0,2021,Uvas frescas
Uruguai,0,0,2022,Uvas frescas
Uruguai,0,0,2023,Uvas frescas
Uruguai,0,0,2024,Uvas frescas
Venezuela,0,0,1970,Uvas frescas
Venezuela,400,511,1971,Uvas frescas
Venezuela,3357,7565,1972,Uvas frescas
Venezuela,4672,9185,1973,Uvas frescas
Venezuela,4006,6239,1974,Uvas frescas
Venezuela,12734,20457,1975,Uvas frescas
Venezuela,500,1168,1976,Uvas frescas
Venezuela,0,0,1977,Uvas frescas
Venezuela,0,0,1978,Uvas frescas
Venezuela,0,0,1979,Uvas frescas
Venezuela,0,0,1980,Uvas frescas
Venezuela,0,0,1981,Uvas frescas
Venezuela,0,0,1982,Uvas frescas
Venezuela,0,0,1983,Uvas frescas
Venezuela,0,0,1984,Uvas frescas
Venezuela,0,0,1985,Uvas frescas
Venezuela,0,0,1986,Uvas frescas
Venezuela,0,0,1987,Uvas frescas
Venezuela,0,0,1988,Uvas frescas
Venezuela,0,0,1989,Uvas frescas
Venezuela,0,0,1990,Uvas frescas
Venezuela,0,0,1991,Uvas frescas
Venezuela,0,0,1992,Uvas frescas
Venezuela,750,450,1993,Uvas frescas
Venezuela,36940,9122,1994,Uvas frescas
Venezuela,284005,26013,1995,Uvas frescas
Venezuela,57195,26287,1996,Uvas frescas
Venezuela,18967,9207,1997,Uvas frescas
Venezuela,2115,1050,1998,Uvas frescas
Venezuela,0,0,1999,Uvas frescas
Venezuela,0,0,2000,Uvas frescas
Venezuela,0,0,2001,Uvas frescas
Venezuela,0,0,2002,Uvas frescas
Venezuela,0,0,2003,Uvas frescas
Venezuela,0,0,2004,Uvas frescas
Venezuela,0,0,2005,Uvas frescas
Venezuela,0,0,2006,Uvas frescas
Venezuela,0,0,2007,Uvas frescas
Venezuela,0,0,2008,Uvas frescas
Venezuela,0,0,2009,Uvas frescas
Venezuela,0,0,2010,Uvas frescas
Venezuela,0,0,2011,Uvas frescas
Venezuela,0,0,2012,Uvas frescas
Venezuela,0,0,2013,Uvas frescas
Venezuela,0,0,2014,Uvas frescas
Venezuela,0,0,2015,Uvas frescas
Venezuela,0,0,2016,Uvas frescas
Venezuela,0,0,2017,Uvas frescas
Venezuela,0,0,2018,Uvas frescas
Venezuela,0,0,2019,Uvas frescas
Venezuela,0,0,2020,Uvas frescas
Venezuela,0,0,2021,Uvas frescas
Venezuela,0,0,2022,Uvas frescas
Venezuela,0,0,2023,Uvas frescas
Venezuela,0,0,2024,Uvas frescas
Afeganistão,0,0,1970,Uvas passas
Afeganistão,0,0,1971,Uvas passas
Afeganistão,0,0,1972,Uvas passas
Afeganistão,0,0,1973,Uvas passas
Afeganistão,0,0,1974,Uvas passas
Afeganistão,0,0,1975,Uvas passas
Afeganistão,0,0,1976,Uvas passas
Afeganistão,0,0,1977,Uvas passas
Afeganistão,0,0,1978,Uvas passas
Afeganistão,0,0,1979,Uvas passas
Afeganistão,0,0,1980,Uvas passas
Afeganistão,0,0,1981,Uvas passas
Afeganistão,0,0,1982,Uvas passas
Afeganistão,0,0,1983,Uvas passas
Afeganistão,0,0,1984,Uvas passas
Afeganistão,0,0,1985,Uvas passas
Afeganistão,0,0,1986,Uvas passas
Afeganistão,0,0,1987,Uvas passas
Afeganistão,0,0,1988,Uvas passas
Afeganistão,0,0,1989,Uvas passas
Afeganistão,0,0,1990,Uvas passas
Afeganistão,0,0,1991,Uvas passas
Afeganistão,0,0,1992,Uvas passas
Afeganistão,0,0,1993,Uvas passas
Afeganistão,0,0,1994,Uvas passas
Afeganistão,0,0,1995,Uvas passas
Afeganistão,0,0,1996,Uvas passas
Afeganistão,0,0,1997,Uvas passas
Afeganistão,0,0,1998,Uvas passas
Afeganistão,0,0,1999,Uvas passas
Afeganistão,0,0,2000,Uvas passas
Afeganistão,0,0,2001,Uvas passas
Afeganistão,0,0,2002,Uvas passas
Afeganistão,0,0,2003,Uvas passas
Afeganistão,0,0,2004,Uvas passas
Afeganistão,0,0,2005,Uvas passas
Afeganistão,0,0,2006,Uvas passas
Afeganistão,0,0,2007,Uvas passas
Afeganistão,0,0,2008,Uvas passas
Afeganistão,0,0,2009,Uvas passas
Afeganistão,18000,28050,2010,Uvas passas
Afeganistão,400000,669059,2011,Uvas passas
Afeganistão,0,0,2012,Uvas passas
Afeganistão,18000,32600,2013,Uvas passas
Afeganistão,456000,789790,2014,Uvas passas
Afeganistão,125000,179545,2015,Uvas passas
Afeganistão,0,0,2016,Uvas passas
Afeganistão,0,0,2017,Uvas passas
Afeganistão,0,0,2018,Uvas passas
Afeganistão,40000,65452,2019,Uvas passas
Afeganistão,0,0,2020,Uvas passas
Afeganistão,0,484,2021,Uvas passas
Afeganistão,0,0,2022,Uvas passas
Afeganistão,0,0,2023,Uvas passas
Afeganistão,0,0,2024,Uvas passas
"Alemanha, República Democrática",0,0,1970,Uvas passas
"Alemanha, República Democrática",0,0,1971,Uvas passas
"Alemanha, República Democrática",3000,3366,1972,Uvas passas
"Alemanha, República Democrática",0,0,1973,Uvas passas
"Alemanha, República Democrática",0,0,1974,Uvas passas
"Alemanha, República Democrática",29988,2283,1975,Uvas passas
"Alemanha, República Democrática",0,0,1976,Uvas passas
"Alemanha, República Democrática",0,0,1977,Uvas passas
"Alemanha, República Democrática",0,0,1978,Uvas passas
"Alemanha, República Democrática",0,0,1979,Uvas passas
"Alemanha, República Democrática",0,0,1980,Uvas passas
"Alemanha, República Democrática",0,0,1981,Uvas passas
"Alemanha, República Democrática",0,0,1982,Uvas passas
"Alemanha, República Democrática",0,0,1983,Uvas passas
"Alemanha, República Democrática",0,0,1984,Uvas passas
"Alemanha, República Democrática",0,0,1985,Uvas passas
"Alemanha, República Democrática",0,0,1986,Uvas passas
"Alemanha, República Democrática",0,0,1987,Uvas passas
"Alemanha, República Democrática",0,0,1988,Uvas passas
"Alemanha, República Democrática",0,0,1989,Uvas passas
"Alemanha, República Democrática",0,0,1990,Uvas passas
"Alemanha, República Democrática",0,0,1991,Uvas passas
"Alemanha, República Democrática",0,0,1992,Uvas passas
"Alemanha, República Democrática",0,0,1993,Uvas passas
"Alemanha, República Democrática",3,8,1994,Uvas passas
"Alemanha, República Democrática",12,22,1995,Uvas passas
"Alemanha, República Democrática",29,31,1996,Uvas passas
"Alemanha, República Democrática",95005,107123,1997,Uvas passas
"Alemanha, República Democrática",143,101,1998,Uvas passas
"Alemanha, República Democrática",0,0,1999,Uvas passas
"Alemanha, República Democrática",0,0,2000,Uvas passas
"Alemanha, República Democrática",0,0,2001,Uvas passas
"Alemanha, República Democrática",0,0,2002,Uvas passas
"Alemanha, República Democrática",0,0,2003,Uvas passas
"Alemanha, República Democrática",0,0,2004,Uvas passas
"Alemanha, República Democrática",0,0,2005,Uvas passas
"Alemanha, República Democrática",0,0,2006,Uvas passas
"Alemanha, República Democrática",0,0,2007,Uvas passas
"Alemanha, República Democrática",0,0,2008,Uvas passas
"Alemanha, República Democrática",0,0,2009,Uvas passas
"Alemanha, República Democrática",0,0,2010,Uvas passas
"Alemanha, República Democrática",0,0,2011,Uvas passas
"Alemanha, República Democrática",0,0,2012,Uvas passas
"Alemanha, República Democrática",0,0,2013,Uvas passas
"Alemanha, República Democrática",0,0,2014,Uvas passas
"Alemanha, República Democrática",0,0,2015,Uvas passas
"Alemanha, República Democrática",0,0,2016,Uvas passas
"Alemanha, República Democrática",0,0,2017,Uvas passas
"Alemanha, República Democrática",0,0,2018,Uvas passas
"Alemanha, República Democrática",0,0,2019,Uvas passas
"Alemanha, República Democrática",0,0,2020,Uvas passas
"Alemanha, República Democrática",0,0,2021,Uvas passas
"Alemanha, República Democrática",0,0,2022,Uvas passas
"Alemanha, República Democrática",0,0,2023,Uvas passas
"Alemanha, República Democrática",0,0,2024,Uvas passas
Argentina,1530058,845068,1970,Uvas passas
Argentina,1206326,936632,1971,Uvas passas
Argentina,1047482,981648,1972,Uvas passas
Argentina,1277380,1848195,1973,Uvas passas
Argentina,1004987,1154210,1974,Uvas passas
Argentina,1583972,1142114,1975,Uvas passas
Argentina,2731566,2573741,1976,Uvas passas
Argentina,2549687,2663929,1977,Uvas passas
Argentina,2385266,2683017,1978,Uvas passas
Argentina,1527094,3998797,1979,Uvas passas
Argentina,1586137,3707049,1980,Uvas passas
Argentina,1558200,1937074,1981,Uvas passas
Argentina,1875664,1739134,1982,Uvas passas
Argentina,2238826,1476166,1983,Uvas passas
Argentina,1662475,1626556,1984,Uvas passas
Argentina,1519220,1420332,1985,Uvas passas
Argentina,2116776,2515764,1986,Uvas passas
Argentina,3011500,2988697,1987,Uvas passas
Argentina,7894789,7741832,1988,Uvas passas
Argentina,6392930,6765394,1989,Uvas passas
Argentina,3758190,3641098,1990,Uvas passas
Argentina,4726726,4931971,1991,Uvas passas
Argentina,3061443,4023359,1992,Uvas passas
Argentina,1772727,3079487,1993,Uvas passas
Argentina,4433113,5435003,1994,Uvas passas
Argentina,4172453,4708913,1995,Uvas passas
Argentina,7103048,8416185,1996,Uvas passas
Argentina,5673231,8436301,1997,Uvas passas
Argentina,4237403,6256924,1998,Uvas passas
Argentina,3438508,4855950,1999,Uvas passas
Argentina,3367629,3886025,2000,Uvas passas
Argentina,2634368,2444780,2001,Uvas passas
Argentina,10502997,7213368,2002,Uvas passas
Argentina,6449180,5741921,2003,Uvas passas
Argentina,12287672,14106821,2004,Uvas passas
Argentina,10271403,12379126,2005,Uvas passas
Argentina,11555010,14810371,2006,Uvas passas
Argentina,15203133,19187668,2007,Uvas passas
Argentina,15641645,26994373,2008,Uvas passas
Argentina,17209323,24106889,2009,Uvas passas
Argentina,17279688,34499504,2010,Uvas passas
Argentina,20533473,43262321,2011,Uvas passas
Argentina,19728826,43648893,2012,Uvas passas
Argentina,20571302,47105230,2013,Uvas passas
Argentina,14681136,34049473,2014,Uvas passas
Argentina,20905602,32341307,2015,Uvas passas
Argentina,23280908,34643821,2016,Uvas passas
Argentina,19742996,34422405,2017,Uvas passas
Argentina,23564519,43501396,2018,Uvas passas
Argentina,24135143,48810789,2019,Uvas passas
Argentina,24992502,36743996,2020,Uvas passas
Argentina,24015825,33337604,2021,Uvas passas
Argentina,20829418,35659325,2022,Uvas passas
Argentina,19758017,36404746,2023,Uvas passas
Argentina,24315391,48952314,2024,Uvas passas
Arábia Saudita,0,0,1970,Uvas passas
Arábia Saudita,0,0,1971,Uvas passas
Arábia Saudita,0,0,1972,Uvas passas
Arábia Saudita,0,0,1973,Uvas passas
Arábia Saudita,0,0,1974,Uvas passas
Arábia Saudita,0,0,1975,Uvas passas
Arábia Saudita,0,0,1976,Uvas passas
Arábia Saudita,0,0,1977,Uvas passas
Arábia Saudita,0,0,1978,Uvas passas
Arábia Saudita,0,0,1979,Uvas passas
Arábia Saudita,0,0,1980,Uvas passas
Arábia Saudita,0,0,1981,Uvas passas
Arábia Saudita,0,0,1982,Uvas passas
Arábia Saudita,0,0,1983,Uvas passas
Arábia Saudita,0,0,1984,Uvas passas
Arábia Saudita,0,0,1985,Uvas passas
Arábia Saudita,0,0,1986,Uvas passas
Arábia Saudita,0,0,1987,Uvas passas
Arábia Saudita,0,0,1988,Uvas passas
Arábia Saudita,0,0,1989,Uvas passas
Arábia Saudita,0,0,1990,Uvas passas
Arábia Saudita,0,0,1991,Uvas passas
Arábia Saudita,0,0,1992,Uvas passas
Arábia Saudita,0,0,1993,Uvas passas
Arábia Saudita,0,0,1994,Uvas passas
Arábia Saudita,0,0,1995,Uvas passas
Arábia Saudita,0,0,1996,Uvas passas
Arábia Saudita,0,0,1997,Uvas passas
Arábia Saudita,0,0,1998,Uvas passas
Arábia Saudita,0,0,1999,Uvas passas
Arábia Saudita,0,0,2000,Uvas passas
Arábia Saudita,0,0,2001,Uvas passas
Arábia Saudita,0,0,2002,Uvas passas
Arábia Saudita,18000,16900,2003,Uvas passas
Arábia Saudita,0,0,2004,Uvas passas
Arábia Saudita,0,0,2005,Uvas passas
Arábia Saudita,0,0,2006,Uvas passas
Arábia Saudita,0,0,2007,Uvas passas
Arábia Saudita,0,0,2008,Uvas passas
Arábia Saudita,0,0,2009,Uvas passas
Arábia Saudita,0,0,2010,Uvas passas
Arábia Saudita,0,0,2011,Uvas passas
Arábia Saudita,0,0,2012,Uvas passas
Arábia Saudita,0,0,2013,Uvas passas
Arábia Saudita,0,0,2014,Uvas passas
Arábia Saudita,0,0,2015,Uvas passas
Arábia Saudita,0,0,2016,Uvas passas
Arábia Saudita,0,0,2017,Uvas passas
Arábia Saudita,0,0,2018,Uvas passas
Arábia Saudita,0,0,2019,Uvas passas
Arábia Saudita,0,0,2020,Uvas passas
Arábia Saudita,0,0,2021,Uvas passas
Arábia Saudita,0,0,2022,Uvas passas
Arábia Saudita,0,0,2023,Uvas passas
Arábia Saudita,0,0,2024,Uvas passas
Austrália,0,0,1970,Uvas passas
Austrália,0,0,1971,Uvas passas
Austrália,89025,52819,1972,Uvas passas
Austrália,0,0,1973,Uvas passas
Austrália,88754,88567,1974,Uvas passas
Austrália,66750,59852,1975,Uvas passas
Austrália,0,0,1976,Uvas passas
Austrália,0,0,1977,Uvas passas
Austrália,0,0,1978,Uvas passas
Austrália,0,0,1979,Uvas passas
Austrália,0,0,1980,Uvas passas
Austrália,0,0,1981,Uvas passas
Austrália,0,0,1982,Uvas passas
Austrália,0,0,1983,Uvas passas
Austrália,0,0,1984,Uvas passas
Austrália,0,0,1985,Uvas passas
Austrália,0,0,1986,Uvas passas
Austrália,0,0,1987,Uvas passas
Austrália,0,0,1988,Uvas passas
Austrália,0,0,1989,Uvas passas
Austrália,0,0,1990,Uvas passas
Austrália,0,0,1991,Uvas passas
Austrália,0,0,1992,Uvas passas
Austrália,0,0,1993,Uvas passas
Austrália,0,0,1994,Uvas passas
Austrália,0,0,1995,Uvas passas
Austrália,0,0,1996,Uvas passas
Austrália,0,0,1997,Uvas passas
Austrália,0,0,1998,Uvas passas
Austrália,0,0,1999,Uvas passas
Austrália,0,0,2000,Uvas passas
Austrália,0,0,2001,Uvas passas
Austrália,0,0,2002,Uvas passas
Austrália,0,0,2003,Uvas passas
Austrália,0,0,2004,Uvas passas
Austrália,0,0,2005,Uvas passas
Austrália,0,0,2006,Uvas passas
Austrália,0,0,2007,Uvas passas
Austrália,0,0,2008,Uvas passas
Austrália,0,0,2009,Uvas passas
Austrália,0,0,2010,Uvas passas
Austrália,0,0,2011,Uvas passas
Austrália,0,0,2012,Uvas passas
Austrália,0,0,2013,Uvas passas
Austrália,0,0,2014,Uvas passas
Austrália,0,0,2015,Uvas passas
Austrália,0,0,2016,Uvas passas
Austrália,0,0,2017,Uvas passas
Austrália,0,0,2018,Uvas passas
Austrália,0,0,2019,Uvas passas
Austrália,0,0,2020,Uvas passas
Austrália,0,0,2021,Uvas passas
Austrália,0,0,2022,Uvas passas
Austrália,0,0,2023,Uvas passas
Austrália,0,0,2024,Uvas passas
Bélgica,0,0,1970,Uvas passas
Bélgica,0,0,1971,Uvas passas
Bélgica,0,0,1972,Uvas passas
Bélgica,0,0,1973,Uvas passas
Bélgica,0,0,1974,Uvas passas
Bélgica,0,0,1975,Uvas passas
Bélgica,0,0,1976,Uvas passas
Bélgica,0,0,1977,Uvas passas
Bélgica,0,0,1978,Uvas passas
Bélgica,0,0,1979,Uvas passas
Bélgica,0,0,1980,Uvas passas
Bélgica,0,0,1981,Uvas passas
Bélgica,0,0,1982,Uvas passas
Bélgica,0,0,1983,Uvas passas
Bélgica,0,0,1984,Uvas passas
Bélgica,0,0,1985,Uvas passas
Bélgica,0,0,1986,Uvas passas
Bélgica,0,0,1987,Uvas passas
Bélgica,0,0,1988,Uvas passas
Bélgica,0,0,1989,Uvas passas
Bélgica,0,0,1990,Uvas passas
Bélgica,0,0,1991,Uvas passas
Bélgica,0,0,1992,Uvas passas
Bélgica,0,0,1993,Uvas passas
Bélgica,0,0,1994,Uvas passas
Bélgica,0,0,1995,Uvas passas
Bélgica,0,0,1996,Uvas passas
Bélgica,0,0,1997,Uvas passas
Bélgica,0,0,1998,Uvas passas
Bélgica,0,0,1999,Uvas passas
Bélgica,0,0,2000,Uvas passas
Bélgica,102625,55359,2001,Uvas passas
Bélgica,20750,17563,2002,Uvas passas
Bélgica,187450,141872,2003,Uvas passas
Bélgica,41500,30416,2004,Uvas passas
Bélgica,0,0,2005,Uvas passas
Bélgica,0,0,2006,Uvas passas
Bélgica,0,0,2007,Uvas passas
Bélgica,0,0,2008,Uvas passas
Bélgica,0,0,2009,Uvas passas
Bélgica,0,0,2010,Uvas passas
Bélgica,0,0,2011,Uvas passas
Bélgica,0,0,2012,Uvas passas
Bélgica,0,0,2013,Uvas passas
Bélgica,0,0,2014,Uvas passas
Bélgica,0,0,2015,Uvas passas
Bélgica,0,0,2016,Uvas passas
Bélgica,0,0,2017,Uvas passas
Bélgica,0,0,2018,Uvas passas
Bélgica,0,0,2019,Uvas passas
Bélgica,0,0,2020,Uvas passas
Bélgica,0,0,2021,Uvas passas
Bélgica,0,0,2022,Uvas passas
Bélgica,0,0,2023,Uvas passas
Bélgica,0,0,2024,Uvas passas
Chile,4000,1040,1970,Uvas passas
Chile,0,0,1971,Uvas passas
Chile,0,0,1972,Uvas passas
Chile,59747,66242,1973,Uvas passas
Chile,0,0,1974,Uvas passas
Chile,555818,714754,1975,Uvas passas
Chile,582102,643686,1976,Uvas passas
Chile,670742,1052119,1977,Uvas passas
Chile,756026,1278523,1978,Uvas passas
Chile,1088002,2567693,1979,Uvas passas
Chile,484040,1100566,1980,Uvas passas
Chile,327662,647273,1981,Uvas passas
Chile,961997,1572341,1982,Uvas passas
Chile,1258680,1527431,1983,Uvas passas
Chile,1100570,1051746,1984,Uvas passas
Chile,1730970,1608648,1985,Uvas passas
Chile,2792410,2668045,1986,Uvas passas
Chile,2810680,2854162,1987,Uvas passas
Chile,2747990,2277103,1988,Uvas passas
Chile,5592520,5272318,1989,Uvas passas
Chile,3431648,3543179,1990,Uvas passas
Chile,5372062,5582460,1991,Uvas passas
Chile,3149429,3817499,1992,Uvas passas
Chile,4604409,5788115,1993,Uvas passas
Chile,6568978,7727671,1994,Uvas passas
Chile,32331682,9055566,1995,Uvas passas
Chile,6036433,8191108,1996,Uvas passas
Chile,3882680,6518525,1997,Uvas passas
Chile,4033736,6056881,1998,Uvas passas
Chile,3853245,5815682,1999,Uvas passas
Chile,4909468,5801413,2000,Uvas passas
Chile,3223998,3319107,2001,Uvas passas
Chile,1108017,1020342,2002,Uvas passas
Chile,6011522,5283111,2003,Uvas passas
Chile,933010,1200730,2004,Uvas passas
Chile,534750,735554,2005,Uvas passas
Chile,3847300,4531374,2006,Uvas passas
Chile,1239130,1415636,2007,Uvas passas
Chile,2075850,3697242,2008,Uvas passas
Chile,4498510,6469816,2009,Uvas passas
Chile,814720,1660791,2010,Uvas passas
Chile,1127280,2614062,2011,Uvas passas
Chile,2046530,5049441,2012,Uvas passas
Chile,453310,1123963,2013,Uvas passas
Chile,2615382,5771763,2014,Uvas passas
Chile,747700,1522661,2015,Uvas passas
Chile,365670,613554,2016,Uvas passas
Chile,483305,971604,2017,Uvas passas
Chile,127231,290772,2018,Uvas passas
Chile,384437,1096176,2019,Uvas passas
Chile,286774,567197,2020,Uvas passas
Chile,225630,462855,2021,Uvas passas
Chile,3584100,5524707,2022,Uvas passas
Chile,4411180,7107544,2023,Uvas passas
Chile,1167678,2255454,2024,Uvas passas
China,0,0,1970,Uvas passas
China,0,0,1971,Uvas passas
China,0,0,1972,Uvas passas
China,0,0,1973,Uvas passas
China,0,0,1974,Uvas passas
China,0,0,1975,Uvas passas
China,0,0,1976,Uvas passas
China,0,0,1977,Uvas passas
China,0,0,1978,Uvas passas
China,0,0,1979,Uvas passas
China,0,0,1980,Uvas passas
China,0,0,1981,Uvas passas
China,0,0,1982,Uvas passas
China,0,0,1983,Uvas passas
China,0,0,1984,Uvas passas
China,0,0,1985,Uvas passas
China,0,0,1986,Uvas passas
China,0,0,1987,Uvas passas
China,0,0,1988,Uvas passas
China,0,0,1989,Uvas passas
China,0,0,1990,Uvas passas
China,0,0,1991,Uvas passas
China,0,0,1992,Uvas passas
China,0,0,1993,Uvas passas
China,0,0,1994,Uvas passas
China,0,0,1995,Uvas passas
China,0,0,1996,Uvas passas
China,0,0,1997,Uvas passas
China,0,0,1998,Uvas passas
China,0,0,1999,Uvas passas
